Neighborhood,Latitude,Longitude,Venue,Venue Category
Upper East Side,40.775638573301805,-73.96050763135,Mandarin Oriental,Hotel
Upper East Side,40.775638573301805,-73.96050763135,Conservatory Garden,Garden
Upper East Side,40.775638573301805,-73.96050763135,Architecture and Design,Exhibit
Upper East Side,40.775638573301805,-73.96050763135,MoMA Sculpture Garden,Sculpture Garden
Upper East Side,40.775638573301805,-73.96050763135,Museum of Modern Art (MoMA),Art Museum
Upper East Side,40.775638573301805,-73.96050763135,Estiatorio Milos,Greek Restaurant
Upper East Side,40.775638573301805,-73.96050763135,The Noguchi Museum,Art Museum
Upper East Side,40.775638573301805,-73.96050763135,Center Fountain,Fountain
Upper East Side,40.775638573301805,-73.96050763135,NYRR RUNCenter,Community Center
Upper East Side,40.775638573301805,-73.96050763135,The Cigar Inn,Smoke Shop
Upper East Side,40.775638573301805,-73.96050763135,Baccarat Hotel,Hotel
Upper East Side,40.775638573301805,-73.96050763135,MoMA Design Store,Gift Shop
Upper East Side,40.775638573301805,-73.96050763135,Tomi Jazz,Jazz Club
Upper East Side,40.775638573301805,-73.96050763135,St. Patrick's Cathedral,Church
Upper East Side,40.775638573301805,-73.96050763135,Feinstein's/54 Below,Performing Arts Venue
Upper East Side,40.775638573301805,-73.96050763135,Equinox Rockefeller Center,Gym / Fitness Center
Upper East Side,40.775638573301805,-73.96050763135,Riverside Park Promenade,Waterfront
Upper East Side,40.775638573301805,-73.96050763135,Radio City Music Hall,Concert Hall
Upper East Side,40.775638573301805,-73.96050763135,Riverside Park South,Park
Upper East Side,40.775638573301805,-73.96050763135,Top of the Rock Observation Deck,Scenic Lookout
Steinway,40.775923015642896,-73.90228960391673,SingleCut Beersmiths,Brewery
Steinway,40.775923015642896,-73.90228960391673,Jack Jones Bar,Irish Pub
Steinway,40.775923015642896,-73.90228960391673,Martha's Country Bakery,Bakery
Steinway,40.775923015642896,-73.90228960391673,Taverna Kyclades,Greek Restaurant
Steinway,40.775923015642896,-73.90228960391673,Loukoumi Taverna,Greek Restaurant
Steinway,40.775923015642896,-73.90228960391673,Aji Sushi House,Sushi Restaurant
Steinway,40.775923015642896,-73.90228960391673,Tufino Pizzeria,Pizza Place
Steinway,40.775923015642896,-73.90228960391673,Watawa,Sushi Restaurant
Steinway,40.775923015642896,-73.90228960391673,Astoria Bier & Cheese,Cheese Shop
Steinway,40.775923015642896,-73.90228960391673,"Sal, Kris & Charlie's Deli",Sandwich Place
Steinway,40.775923015642896,-73.90228960391673,Brooklyn Bagel & Coffee Company,Bagel Shop
Steinway,40.775923015642896,-73.90228960391673,Trattoria L'incontro,Italian Restaurant
Steinway,40.775923015642896,-73.90228960391673,Rosario's,Deli / Bodega
Steinway,40.775923015642896,-73.90228960391673,The Bonnie,Bar
Steinway,40.775923015642896,-73.90228960391673,HiFi Records,Record Shop
Steinway,40.775923015642896,-73.90228960391673,New York City Bagel & Coffee House,Bagel Shop
Steinway,40.775923015642896,-73.90228960391673,Truva Cafe & Grill,Turkish Restaurant
Steinway,40.775923015642896,-73.90228960391673,Telly's Taverna,Greek Restaurant
Steinway,40.775923015642896,-73.90228960391673,Duzan,Falafel Restaurant
Steinway,40.775923015642896,-73.90228960391673,Q.E.D. - A Place to Show & Tell,Performing Arts Venue
Steinway,40.775923015642896,-73.90228960391673,AbuQir Seafood,Seafood Restaurant
Steinway,40.775923015642896,-73.90228960391673,Vintage,Restaurant
Steinway,40.775923015642896,-73.90228960391673,Al-sham Sweets and Pastries,Middle Eastern Restaurant
Steinway,40.775923015642896,-73.90228960391673,Bohemian Hall & Beer Garden,Beer Garden
Steinway,40.775923015642896,-73.90228960391673,Mosaic,Bar
Steinway,40.775923015642896,-73.90228960391673,Whisker's Holistic Pet Care,Pet Store
Steinway,40.775923015642896,-73.90228960391673,Titan Foods Inc.,Gourmet Shop
Steinway,40.775923015642896,-73.90228960391673,Sorriso Italian Pork Store,Butcher
Steinway,40.775923015642896,-73.90228960391673,Agnanti Meze,Greek Restaurant
Steinway,40.775923015642896,-73.90228960391673,Astoria Park,Park
Steinway,40.775923015642896,-73.90228960391673,Ample Hills Creamery,Ice Cream Shop
Steinway,40.775923015642896,-73.90228960391673,Basil Brick Oven Pizza,Pizza Place
Steinway,40.775923015642896,-73.90228960391673,Comfortland,Donut Shop
Steinway,40.775923015642896,-73.90228960391673,CrossFit Queens,Gym
Steinway,40.775923015642896,-73.90228960391673,Max Bratwurst und Bier,German Restaurant
Steinway,40.775923015642896,-73.90228960391673,Brooklyn Bagel & Coffee Co.,Bagel Shop
Steinway,40.775923015642896,-73.90228960391673,Favela Grill,Brazilian Restaurant
Steinway,40.775923015642896,-73.90228960391673,Seva Indian Cuisine,Indian Restaurant
Steinway,40.775923015642896,-73.90228960391673,Sweet Afton,Bar
Steinway,40.775923015642896,-73.90228960391673,Cannelle Patisserie,Bakery
Steinway,40.775923015642896,-73.90228960391673,Milkflower,Pizza Place
Steinway,40.775923015642896,-73.90228960391673,Chip,Dessert Shop
Steinway,40.775923015642896,-73.90228960391673,Viva Viva,Mexican Restaurant
Steinway,40.775923015642896,-73.90228960391673,Il Bambino,Sandwich Place
Steinway,40.775923015642896,-73.90228960391673,Astoria Park Track,Track
Steinway,40.775923015642896,-73.90228960391673,DiWine,Wine Bar
Steinway,40.775923015642896,-73.90228960391673,Enthaice,Thai Restaurant
Steinway,40.775923015642896,-73.90228960391673,Cafe Boulis,Café
Steinway,40.775923015642896,-73.90228960391673,Tobacco N Vape,Smoke Shop
Steinway,40.775923015642896,-73.90228960391673,Diamond Dogs,Bar
Steinway,40.775923015642896,-73.90228960391673,La Vecina,Arepa Restaurant
Steinway,40.775923015642896,-73.90228960391673,King Souvlaki of Astoria,Food Truck
Steinway,40.775923015642896,-73.90228960391673,Vesta Trattoria & Wine Bar,Italian Restaurant
Steinway,40.775923015642896,-73.90228960391673,Moon S Lee Martial Arts,Martial Arts School
Steinway,40.775923015642896,-73.90228960391673,Muncan Food Corp,Butcher
Steinway,40.775923015642896,-73.90228960391673,The Astoria Bookshop,Bookstore
Steinway,40.775923015642896,-73.90228960391673,VITE vinosteria,Italian Restaurant
Steinway,40.775923015642896,-73.90228960391673,Astoria Bier & Cheese,Cheese Shop
Steinway,40.775923015642896,-73.90228960391673,Bareburger,Burger Joint
Steinway,40.775923015642896,-73.90228960391673,Pye Boat Noodle,Thai Restaurant
Steinway,40.775923015642896,-73.90228960391673,Brooklyn Bagel & Coffee Co.,Bagel Shop
Steinway,40.775923015642896,-73.90228960391673,Yoga Agora,Yoga Studio
Steinway,40.775923015642896,-73.90228960391673,Lockwood,Gift Shop
Steinway,40.775923015642896,-73.90228960391673,American EyeCare,Optical Shop
Steinway,40.775923015642896,-73.90228960391673,Sportime Tennis,Tennis Court
Steinway,40.775923015642896,-73.90228960391673,iLoveKickboxing,Martial Arts School
Steinway,40.775923015642896,-73.90228960391673,Pokewave Astoria,Poke Place
Steinway,40.775923015642896,-73.90228960391673,Welling Court Murals,Street Art
Steinway,40.775923015642896,-73.90228960391673,Bahari Estiatorio,Greek Restaurant
Steinway,40.775923015642896,-73.90228960391673,Kondo,Japanese Restaurant
Steinway,40.775923015642896,-73.90228960391673,Villa Brazil Café Grill,South American Restaurant
Steinway,40.775923015642896,-73.90228960391673,New York Pão de Queijo,Brazilian Restaurant
Steinway,40.775923015642896,-73.90228960391673,Mama's Empanadas,Empanada Restaurant
Steinway,40.775923015642896,-73.90228960391673,Jackson Heights Greenmarket,Farmers Market
Steinway,40.775923015642896,-73.90228960391673,Mar's,Cocktail Bar
Steinway,40.775923015642896,-73.90228960391673,Bocaito Cafe & Wine Bar,Cocktail Bar
Steinway,40.775923015642896,-73.90228960391673,Home Made Taqueria,Taco Place
Steinway,40.775923015642896,-73.90228960391673,The Queensboro Restaurant,Restaurant
Steinway,40.775923015642896,-73.90228960391673,Museum of the Moving Image,Museum
Steinway,40.775923015642896,-73.90228960391673,Uncle Peter's,Italian Restaurant
Steinway,40.775923015642896,-73.90228960391673,TDF Costume Collection,Costume Shop
Steinway,40.775923015642896,-73.90228960391673,The Yoga Room,Yoga Studio
Steinway,40.775923015642896,-73.90228960391673,The Bronx Brewery,Brewery
Steinway,40.775923015642896,-73.90228960391673,Arepas Cafe,Arepa Restaurant
Steinway,40.775923015642896,-73.90228960391673,Chela & Garnacha,Mexican Restaurant
Steinway,40.775923015642896,-73.90228960391673,The Noguchi Museum,Art Museum
Steinway,40.775923015642896,-73.90228960391673,Brooklyn Grange Rooftop Farm,Farm
Steinway,40.775923015642896,-73.90228960391673,Phayul,Tibetan Restaurant
Steinway,40.775923015642896,-73.90228960391673,Birria-Landia Taco Truck,Food Truck
Steinway,40.775923015642896,-73.90228960391673,K & L Delicatessen,Deli / Bodega
Steinway,40.775923015642896,-73.90228960391673,SriPraPhai,Thai Restaurant
Steinway,40.775923015642896,-73.90228960391673,Carl Schurz Park,Park
Steinway,40.775923015642896,-73.90228960391673,The Alcove,American Restaurant
Steinway,40.775923015642896,-73.90228960391673,Carl Schurz Dog Run,Dog Run
Steinway,40.775923015642896,-73.90228960391673,Table Wine,Wine Shop
Steinway,40.775923015642896,-73.90228960391673,Jaew Hon,Thai Restaurant
Steinway,40.775923015642896,-73.90228960391673,Angel Indian Restaurant,Indian Restaurant
Steinway,40.775923015642896,-73.90228960391673,TJ Asian Bistro,Sushi Restaurant
Steinway,40.775923015642896,-73.90228960391673,Astoria Seafood,Seafood Restaurant
Steinway,40.775923015642896,-73.90228960391673,Solid State,Bar
Yorkville,40.775929849884875,-73.94711784471826,Carl Schurz Park,Park
Yorkville,40.775929849884875,-73.94711784471826,City Swiggers,Beer Store
Yorkville,40.775929849884875,-73.94711784471826,Carl Schurz Dog Run,Dog Run
Yorkville,40.775929849884875,-73.94711784471826,Schaller & Weber,Butcher
Yorkville,40.775929849884875,-73.94711784471826,Bondurants,Bar
Yorkville,40.775929849884875,-73.94711784471826,Elio's,Italian Restaurant
Yorkville,40.775929849884875,-73.94711784471826,ASPCA Adoption Center,Animal Shelter
Yorkville,40.775929849884875,-73.94711784471826,Anita Gelato,Ice Cream Shop
Yorkville,40.775929849884875,-73.94711784471826,Levain Bakery,Bakery
Yorkville,40.775929849884875,-73.94711784471826,SoulCycle East 83rd,Cycle Studio
Yorkville,40.775929849884875,-73.94711784471826,Y7 – Upper East Side,Yoga Studio
Yorkville,40.775929849884875,-73.94711784471826,Equinox East 92nd Street,Gym
Yorkville,40.775929849884875,-73.94711784471826,Flex Mussels,Seafood Restaurant
Yorkville,40.775929849884875,-73.94711784471826,Heidi's House By The Side Of The Road,Comfort Food Restaurant
Yorkville,40.775929849884875,-73.94711784471826,NR,Cocktail Bar
Yorkville,40.775929849884875,-73.94711784471826,Boqueria,Spanish Restaurant
Yorkville,40.775929849884875,-73.94711784471826,Kitchen Arts & Letters,Bookstore
Yorkville,40.775929849884875,-73.94711784471826,Tanoshi Sushi,Sushi Restaurant
Yorkville,40.775929849884875,-73.94711784471826,Up Thai,Thai Restaurant
Yorkville,40.775929849884875,-73.94711784471826,Paper Source,Paper / Office Supplies Store
Yorkville,40.775929849884875,-73.94711784471826,Mission Ceviche,Restaurant
Yorkville,40.775929849884875,-73.94711784471826,The Noguchi Museum,Art Museum
Yorkville,40.775929849884875,-73.94711784471826,Metropolitan Museum Steps,Plaza
Yorkville,40.775929849884875,-73.94711784471826,Cooper Hewitt Smithsonian Design Museum,Art Museum
Yorkville,40.775929849884875,-73.94711784471826,The Jewish Museum,Museum
Yorkville,40.775929849884875,-73.94711784471826,Temple of Dendur,Exhibit
Yorkville,40.775929849884875,-73.94711784471826,The Metropolitan Museum of Art (Metropolitan Museum of Art),Art Museum
Yorkville,40.775929849884875,-73.94711784471826,Greek and Roman Art,Exhibit
Yorkville,40.775929849884875,-73.94711784471826,Albertine,Bookstore
Yorkville,40.775929849884875,-73.94711784471826,Egyptian Art,Exhibit
Yorkville,40.775929849884875,-73.94711784471826,Whiskey & Wine Off 69,Liquor Store
Yorkville,40.775929849884875,-73.94711784471826,James Michael Levin Playground,Playground
Yorkville,40.775929849884875,-73.94711784471826,Central Park Loop,Track
Yorkville,40.775929849884875,-73.94711784471826,Bagelworks,Bagel Shop
Yorkville,40.775929849884875,-73.94711784471826,Central Park,Park
Yorkville,40.775929849884875,-73.94711784471826,Jacqueline Kennedy Onassis Reservoir,Reservoir
Yorkville,40.775929849884875,-73.94711784471826,The Fhitting Room Penthouse,Gym
Yorkville,40.775929849884875,-73.94711784471826,East Meadow,Field
Yorkville,40.775929849884875,-73.94711784471826,Roosevelt Island Promenade,Outdoors & Recreation
Yorkville,40.775929849884875,-73.94711784471826,Vesta Trattoria & Wine Bar,Italian Restaurant
Yorkville,40.775929849884875,-73.94711784471826,Barry's Bootcamp,Gym / Fitness Center
Yorkville,40.775929849884875,-73.94711784471826,Park Avenue Armory,Event Space
Yorkville,40.775929849884875,-73.94711784471826,Delacorte Theater,Theater
Yorkville,40.775929849884875,-73.94711784471826,The Ramble,Trail
Yorkville,40.775929849884875,-73.94711784471826,Astoria Park,Park
Yorkville,40.775929849884875,-73.94711784471826,Bethesda Fountain,Fountain
Yorkville,40.775929849884875,-73.94711784471826,Shakespeare Garden,Garden
Yorkville,40.775929849884875,-73.94711784471826,Bethesda Terrace,Plaza
Yorkville,40.775929849884875,-73.94711784471826,Conservatory Garden,Garden
Yorkville,40.775929849884875,-73.94711784471826,Equinox East 63rd Street,Gym
Yorkville,40.775929849884875,-73.94711784471826,Equinox East 61st Street,Gym
Yorkville,40.775929849884875,-73.94711784471826,Center Fountain,Fountain
Yorkville,40.775929849884875,-73.94711784471826,Central Park - Amphitheater,Music Venue
Yorkville,40.775929849884875,-73.94711784471826,Billy Johnson Playground,Playground
Yorkville,40.775929849884875,-73.94711784471826,Central Park Mall,Park
Yorkville,40.775929849884875,-73.94711784471826,Central Park West - W 86th St,Park
Yorkville,40.775929849884875,-73.94711784471826,Birch Coffee,Coffee Shop
Yorkville,40.775929849884875,-73.94711784471826,Cherry Hill Fountain,Scenic Lookout
Yorkville,40.775929849884875,-73.94711784471826,American Museum of Natural History,Science Museum
Yorkville,40.775929849884875,-73.94711784471826,American Museum of Natural History Museum Shop,Souvenir Shop
Yorkville,40.775929849884875,-73.94711784471826,Central Park - Wien Walk,Park
Yorkville,40.775929849884875,-73.94711784471826,Hayden Planetarium,Planetarium
Yorkville,40.775929849884875,-73.94711784471826,Cafe Boulis,Café
Yorkville,40.775929849884875,-73.94711784471826,PlantShed,Flower Shop
Yorkville,40.775929849884875,-73.94711784471826,King Souvlaki of Astoria,Food Truck
Yorkville,40.775929849884875,-73.94711784471826,Jim's Shoe Repair,Shoe Store
Yorkville,40.775929849884875,-73.94711784471826,Titan Foods Inc.,Gourmet Shop
Yorkville,40.775929849884875,-73.94711784471826,Central Park - North End,Park
Yorkville,40.775929849884875,-73.94711784471826,Central Park - W 69th St Entrance Garden,Garden
Yorkville,40.775929849884875,-73.94711784471826,Bumble & Bumble,Salon / Barbershop
Yorkville,40.775929849884875,-73.94711784471826,North Woods,Park
Yorkville,40.775929849884875,-73.94711784471826,West Side Community Garden,Garden
Yorkville,40.775929849884875,-73.94711784471826,BG Restaurant,Tea Room
Yorkville,40.775929849884875,-73.94711784471826,Ample Hills Creamery,Ice Cream Shop
Yorkville,40.775929849884875,-73.94711784471826,Saint Laurent,Boutique
Yorkville,40.775929849884875,-73.94711784471826,Milkflower,Pizza Place
Yorkville,40.775929849884875,-73.94711784471826,Il Bambino,Sandwich Place
Yorkville,40.775929849884875,-73.94711784471826,The Plaza Hotel,Hotel
Yorkville,40.775929849884875,-73.94711784471826,Enthaice,Thai Restaurant
Yorkville,40.775929849884875,-73.94711784471826,Jacob's Pickles,Southern / Soul Food Restaurant
Yorkville,40.775929849884875,-73.94711784471826,Astoria Bier & Cheese,Cheese Shop
Yorkville,40.775929849884875,-73.94711784471826,Seva Indian Cuisine,Indian Restaurant
Yorkville,40.775929849884875,-73.94711784471826,The Cigar Inn,Smoke Shop
Yorkville,40.775929849884875,-73.94711784471826,The Mermaid Inn,Seafood Restaurant
Yorkville,40.775929849884875,-73.94711784471826,Levain Bakery,Bakery
Yorkville,40.775929849884875,-73.94711784471826,Tomi Jazz,Jazz Club
Yorkville,40.775929849884875,-73.94711784471826,Orwasher's Bakery,Bakery
Yorkville,40.775929849884875,-73.94711784471826,Pye Boat Noodle,Thai Restaurant
Yorkville,40.775929849884875,-73.94711784471826,AMC Loews 84th Street 6,Movie Theater
Yorkville,40.775929849884875,-73.94711784471826,The Bonnie,Bar
Yorkville,40.775929849884875,-73.94711784471826,Whitby Bar,Hotel Bar
Yorkville,40.775929849884875,-73.94711784471826,The Whitby Hotel,Hotel
Yorkville,40.775929849884875,-73.94711784471826,Beacon Theatre,Concert Hall
Yorkville,40.775929849884875,-73.94711784471826,Sala Thai,Thai Restaurant
Yorkville,40.775929849884875,-73.94711784471826,The Peninsula New York,Hotel
Yorkville,40.775929849884875,-73.94711784471826,Dainobu,Food & Drink Shop
Yorkville,40.775929849884875,-73.94711784471826,Nobu Fifty Seven,Sushi Restaurant
Yorkville,40.775929849884875,-73.94711784471826,Maison Pickle,American Restaurant
Yorkville,40.775929849884875,-73.94711784471826,iLoveKickboxing,Boxing Gym
Yorkville,40.775929849884875,-73.94711784471826,Greenacre Park,Plaza
Whitestone,40.78129076602694,-73.81420216610863,Cherry Valley Deli & Grill,Deli / Bodega
Whitestone,40.78129076602694,-73.81420216610863,Ginger and Lemongrass,Vietnamese Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Tony's Beechhurst Deli,Deli / Bodega
Whitestone,40.78129076602694,-73.81420216610863,Utopia Bagels,Bagel Shop
Whitestone,40.78129076602694,-73.81420216610863,Tasty Grill,Greek Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Cristina's Deli,Deli / Bodega
Whitestone,40.78129076602694,-73.81420216610863,H Mart,Supermarket
Whitestone,40.78129076602694,-73.81420216610863,Bowne Park,Park
Whitestone,40.78129076602694,-73.81420216610863,Ralph's Famous Italian Ices,Ice Cream Shop
Whitestone,40.78129076602694,-73.81420216610863,Francis Lewis Park,Park
Whitestone,40.78129076602694,-73.81420216610863,Varsi Salumeria,Deli / Bodega
Whitestone,40.78129076602694,-73.81420216610863,Mad For Chicken,Korean Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Whitestone Bagel Factory,Bagel Shop
Whitestone,40.78129076602694,-73.81420216610863,Gigi's Pizzeria,Pizza Place
Whitestone,40.78129076602694,-73.81420216610863,VIVO! Mediterranean Grill & Catering,Italian Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Takara Sushi Japanese Restaurant,Japanese Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Hahm Ji Bach - 함지박,Korean Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Aphrodite's Sweets,Bakery
Whitestone,40.78129076602694,-73.81420216610863,Heart Spa & Nail Salon,Cosmetics Shop
Whitestone,40.78129076602694,-73.81420216610863,iLoveKickboxing,Boxing Gym
Whitestone,40.78129076602694,-73.81420216610863,Paris Baguette,Bakery
Whitestone,40.78129076602694,-73.81420216610863,Carvel Ice Cream,Ice Cream Shop
Whitestone,40.78129076602694,-73.81420216610863,Amore Pizzeria,Pizza Place
Whitestone,40.78129076602694,-73.81420216610863,Haidilao Hotpot,Hotpot Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Tong Sam Gyup Goo Yi Restaurant,Korean Restaurant
Whitestone,40.78129076602694,-73.81420216610863,ROMISHOP,Boutique
Whitestone,40.78129076602694,-73.81420216610863,Kum Sung Chik Naengmyun,Korean Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Cascarino's,Pizza Place
Whitestone,40.78129076602694,-73.81420216610863,La Cheesecake,Dessert Shop
Whitestone,40.78129076602694,-73.81420216610863,Mapo BBQ,Korean Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Starbucks,Coffee Shop
Whitestone,40.78129076602694,-73.81420216610863,Little Bay Park Dog Run,Dog Run
Whitestone,40.78129076602694,-73.81420216610863,Whitestone Park,Park
Whitestone,40.78129076602694,-73.81420216610863,Legend of Taste,Szechuan Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Joe’s Steam Rice Roll,Cantonese Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Spring Shabu Shabu Buffet,Hotpot Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Benateri's Italian Gourmet Deli,Deli / Bodega
Whitestone,40.78129076602694,-73.81420216610863,Arirang,Korean Restaurant
Whitestone,40.78129076602694,-73.81420216610863,DunHuang Lanzhou Beef Noodle,Chinese Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Little Bay Park,Park
Whitestone,40.78129076602694,-73.81420216610863,Spa Castle,Spa
Whitestone,40.78129076602694,-73.81420216610863,Push Fitness Club- College Point,Gym
Whitestone,40.78129076602694,-73.81420216610863,"Voelker Orth Museum, Bird Sanctuary and Victorian Garden",History Museum
Whitestone,40.78129076602694,-73.81420216610863,Shanghai You Garden,Shanghai Restaurant
Whitestone,40.78129076602694,-73.81420216610863,"Happy Lamb Hot Pot, Flushing",Hotpot Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Pesso's Ices & Ice Cream,Ice Cream Shop
Whitestone,40.78129076602694,-73.81420216610863,Lucia Pizza,Pizza Place
Whitestone,40.78129076602694,-73.81420216610863,SGD Tofu House & BBQ,Korean Restaurant
Whitestone,40.78129076602694,-73.81420216610863,White Bear 白熊,Dumpling Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Vibez Studio,Gym / Fitness Center
Whitestone,40.78129076602694,-73.81420216610863,Teso Life,Convenience Store
Whitestone,40.78129076602694,-73.81420216610863,H Mart,Supermarket
Whitestone,40.78129076602694,-73.81420216610863,Mr Dre Kitchen Bar,Latin American Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Pizza Garden,Pizza Place
Whitestone,40.78129076602694,-73.81420216610863,White Noise Coffee Co.,Coffee Shop
Whitestone,40.78129076602694,-73.81420216610863,Petco,Pet Store
Whitestone,40.78129076602694,-73.81420216610863,Queens Archery Lanes & Pro Shop,Athletics & Sports
Whitestone,40.78129076602694,-73.81420216610863,Legend Chicken,Fried Chicken Joint
Whitestone,40.78129076602694,-73.81420216610863,New World Mall Food Court,Food Court
Whitestone,40.78129076602694,-73.81420216610863,Riviera Ristorante,Italian Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Peking Duck Sandwich Stall,Asian Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Coffee Factory,Coffee Shop
Whitestone,40.78129076602694,-73.81420216610863,Kim Ga Nae,Korean Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Juice for Life,Juice Bar
Whitestone,40.78129076602694,-73.81420216610863,Alley 41 蜀巷,Szechuan Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Tianjin Dumpling House,Dumpling Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Gong Cha,Bubble Tea Shop
Whitestone,40.78129076602694,-73.81420216610863,OK Ryan,Chinese Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Francis Lewis Pastry Shoppe,Bakery
Whitestone,40.78129076602694,-73.81420216610863,Ganesh Temple Canteen,Indian Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Taipei Hong 台北夯,Taiwanese Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Möge Tee,Bubble Tea Shop
Whitestone,40.78129076602694,-73.81420216610863,Nan Xiang Xiao Long Bao 南翔小籠包,Dumpling Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Mr. Tofu,Korean Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Xi'an Famous Foods,Chinese Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Xing Fu Tang USA Flagship 幸福堂美國,Bubble Tea Shop
Whitestone,40.78129076602694,-73.81420216610863,Ben's Kosher Delicatessen,Deli / Bodega
Whitestone,40.78129076602694,-73.81420216610863,Fang Gourmet Tea,Tea Room
Whitestone,40.78129076602694,-73.81420216610863,Morning Glory,Gift Shop
Whitestone,40.78129076602694,-73.81420216610863,江湖烤肉 Gan-Hoo BBQ,Chinese Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Stop & Shop,Supermarket
Whitestone,40.78129076602694,-73.81420216610863,Sangria Tapas & Wine,Tapas Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Zhu Ji Guo Tie (Dumpling Stall),Dumpling Restaurant
Whitestone,40.78129076602694,-73.81420216610863,New York Food Court,Food Court
Whitestone,40.78129076602694,-73.81420216610863,Durso's Pasta & Ravioli Company,Italian Restaurant
Whitestone,40.78129076602694,-73.81420216610863,New York Badminton Center,Gym / Fitness Center
Whitestone,40.78129076602694,-73.81420216610863,Fu Yuan,Food Stand
Whitestone,40.78129076602694,-73.81420216610863,Chong Qing Lao Zao,Hotpot Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Little Pepper,Chinese Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Fort Totten Park,Park
Whitestone,40.78129076602694,-73.81420216610863,Spot Dessert Bar,Dessert Shop
Whitestone,40.78129076602694,-73.81420216610863,Java Day Cafe,Bagel Shop
Whitestone,40.78129076602694,-73.81420216610863,Citi Field,Baseball Stadium
Whitestone,40.78129076602694,-73.81420216610863,Graziella Pizza & Restaurant,Pizza Place
Whitestone,40.78129076602694,-73.81420216610863,Happy Lemon,Bubble Tea Shop
Whitestone,40.78129076602694,-73.81420216610863,Sal's Pizza & Italian Kitchen,Pizza Place
Whitestone,40.78129076602694,-73.81420216610863,Bath & Body Works,Cosmetics Shop
Whitestone,40.78129076602694,-73.81420216610863,Hermon MacNeil Park,Park
Whitestone,40.78129076602694,-73.81420216610863,Szechuan House,Chinese Restaurant
Whitestone,40.78129076602694,-73.81420216610863,Baybridge Pizzeria & Italian,Pizza Place
Carnegie Hill,40.7826825671257,-73.95325646837112,Kitchen Arts & Letters,Bookstore
Carnegie Hill,40.7826825671257,-73.95325646837112,Equinox East 92nd Street,Gym
Carnegie Hill,40.7826825671257,-73.95325646837112,The Jewish Museum,Museum
Carnegie Hill,40.7826825671257,-73.95325646837112,Cooper Hewitt Smithsonian Design Museum,Art Museum
Carnegie Hill,40.7826825671257,-73.95325646837112,Schaller & Weber,Butcher
Carnegie Hill,40.7826825671257,-73.95325646837112,Levain Bakery,Bakery
Carnegie Hill,40.7826825671257,-73.95325646837112,City Swiggers,Beer Store
Carnegie Hill,40.7826825671257,-73.95325646837112,SoulCycle East 83rd,Cycle Studio
Carnegie Hill,40.7826825671257,-73.95325646837112,Bondurants,Bar
Carnegie Hill,40.7826825671257,-73.95325646837112,Elio's,Italian Restaurant
Carnegie Hill,40.7826825671257,-73.95325646837112,Y7 – Upper East Side,Yoga Studio
Carnegie Hill,40.7826825671257,-73.95325646837112,ASPCA Adoption Center,Animal Shelter
Carnegie Hill,40.7826825671257,-73.95325646837112,Flex Mussels,Seafood Restaurant
Carnegie Hill,40.7826825671257,-73.95325646837112,Temple of Dendur,Exhibit
Carnegie Hill,40.7826825671257,-73.95325646837112,East Meadow,Field
Carnegie Hill,40.7826825671257,-73.95325646837112,Metropolitan Museum Steps,Plaza
Carnegie Hill,40.7826825671257,-73.95325646837112,The Metropolitan Museum of Art (Metropolitan Museum of Art),Art Museum
Carnegie Hill,40.7826825671257,-73.95325646837112,Egyptian Art,Exhibit
Carnegie Hill,40.7826825671257,-73.95325646837112,Anita Gelato,Ice Cream Shop
Carnegie Hill,40.7826825671257,-73.95325646837112,Jacqueline Kennedy Onassis Reservoir,Reservoir
Carnegie Hill,40.7826825671257,-73.95325646837112,Central Park,Park
